 hours in peak = 
   2
 PER   TM_E    EON   EOFF   TM_W    WON   WOFF   TM_I   IDON  IDOFF   IWY
   9 17899. 22111. 17239.  1680.  2254.   912.  1916.  1966.  1356.  1946
   9 17899. 22014. 17260.  1680.  2252.   912.  1916.  1960.  1350.  1946
  10 18556. 21630. 17242.  1739.  2449.   837.  1422.  2066.  1015.  1946
  10 18556. 21539. 17213.  1739.  2449.   837.  1422.  2059.  1017.  1946
  10 18556. 21373. 17159.  1739.  2447.   838.  1422.  2046.  1021.  1946
  10 18556. 21258. 17137.  1739.  2447.   838.  1422.  2040.  1023.  1946
  11 17226. 21931. 17008.  2096.  3080.  1033.  1439.  1989.  1094.  1946
  11 17226. 21840. 16962.  2096.  3077.  1034.  1439.  1982.  1097.  1946
  11 17226. 21723. 16906.  2096.  3073.  1034.  1439.  1973.  1100.  1946
  11 17226. 21633. 16857.  2096.  3070.  1035.  1439.  1966.  1102.  1946
  12 14252. 21001. 13662.  1679.  2575.   876.  1320.  1916.   993.  1947
  12 14252. 20919. 13679.  1679.  2572.   876.  1320.  1909.   992.  1947
  12 14252. 20621. 13749.  1679.  2560.   879.  1320.  1885.   989.  1947
  12 14252. 20540. 13770.  1679.  2557.   880.  1320.  1878.   988.  1947
  13 12683. 20094. 11933.  1377.  2195.   711.   951.  1744.   606.  1947
  13 12683. 20016. 11952.  1377.  2192.   712.   951.  1739.   608.  1947
  13 12683. 19679. 12032.  1377.  2178.   716.   951.  1720.   615.  1947
  13 12683. 19606. 12050.  1377.  2175.   716.   951.  1716.   617.  1947
  14 10894. 19722.  9562.  1237.  1979.   576.   959.  1746.   618.  1947
  14 10894. 19646.  9580.  1237.  1977.   576.   959.  1742.   619.  1947
  14 10894. 19320.  9661.  1237.  1971.   576.   959.  1723.   626.  1947
  14 10894. 19246.  9679.  1237.  1970.   575.   959.  1718.   628.  1947
   1  8338. 20741.  6089.   999.  1664.   458.   933.  1693.   621.  1947
   1  8338. 20657.  6078.   999.  1662.   458.   933.  1689.   623.  1947
   1  8338. 20249.  6130.   999.  1655.   458.   933.  1667.   631.  1947
   1  8338. 20167.  6154.   999.  1654.   457.   933.  1663.   632.  1947
   2  7688. 19849.  5807.  1262.  2011.   581.   929.  1680.   622.  1947
   2  7688. 19765.  5793.  1262.  2010.   581.   929.  1675.   623.  1947
   2  7688. 19532.  5754.  1262.  2006.   583.   929.  1663.   628.  1947
   2  7688. 19449.  5740.  1262.  2004.   583.   929.  1659.   630.  1947
   3 10087. 21844.  8042.  2378.  2979.  1381.   904.  1697.   578.  1947
   3 10087. 21755.  8071.  2378.  2976.  1378.   904.  1692.   580.  1947
   3 10087. 21404.  8175.  2378.  2964.  1365.   904.  1675.   587.  1947
   3 10087. 21314.  8196.  2378.  2961.  1362.   904.  1670.   588.  1947
   4 16089. 24045. 14611.  2607.  3317.  1495.  1408.  1888.  1136.  1947
   4 16089. 23938. 14567.  2607.  3314.  1492.  1408.  1881.  1138.  1947
   4 16089. 23673. 14520.  2607.  3307.  1484.  1408.  1864.  1144.  1947
   4 16089. 23567. 14506.  2607.  3304.  1481.  1408.  1857.  1146.  1947
   5 16555. 24645. 14811.  2062.  2757.  1173.  1261.  1918.   951.  1947
   5 16555. 24535. 14794.  2062.  2754.  1172.  1261.  1911.   949.  1947
   5 16555. 24569. 14799.  2062.  2755.  1172.  1261.  1913.   949.  1947
   5 16555. 24459. 14782.  2062.  2752.  1172.  1261.  1906.   948.  1947
   6 15854. 23900. 13852.  2167.  2807.  1266.  1435.  1840.  1191.  1947
   6 15854. 23789. 13833.  2167.  2804.  1264.  1435.  1833.  1192.  1947
   6 15854. 23706. 13820.  2167.  2802.  1263.  1435.  1828.  1193.  1947
   6 15854. 23596. 13801.  2167.  2800.  1261.  1435.  1821.  1194.  1947
   7 15306. 23004. 12609.  1619.  2311.   838.  1443.  1751.  1201.  1947
   7 15306. 22898. 12593.  1619.  2309.   838.  1443.  1744.  1199.  1947
   7 15306. 22799. 12579.  1619.  2307.   839.  1443.  1737.  1196.  1947
   7 15306. 22694. 12563.  1619.  2304.   840.  1443.  1730.  1194.  1947
   8 14566. 21750. 13187.  1389.  2071.   664.  1547.  2068.  1192.  1947
   8 14566. 21655. 13167.  1389.  2070.   664.  1547.  2061.  1193.  1947
   8 14566. 21021. 13038.  1389.  2061.   664.  1547.  2016.  1199.  1947
   8 14566. 20924. 13020.  1389.  2060.   664.  1547.  2009.  1200.  1947
   9 13933. 20182. 13120.  1497.  2138.   723.  1540.  2041.  1190.  1947
   9 13933. 20097. 13143.  1497.  2137.   723.  1540.  2034.  1191.  1947
   9 13933. 19516. 13227.  1497.  2132.   723.  1540.  1990.  1196.  1947
   9 13933. 19430. 13228.  1497.  2131.   723.  1540.  1983.  1197.  1947
  10 17729. 21713. 16297.  1461.  2166.   700.  1249.  1816.   941.  1947
  10 17729. 21618. 16309.  1461.  2165.   700.  1249.  1809.   943.  1947
  10 17729. 21443. 16331.  1461.  2164.   700.  1249.  1796.   947.  1947
  10 17729. 21348. 16341.  1461.  2164.   700.  1249.  1790.   949.  1947
  11 18099. 22581. 17305.  1474.  2331.   678.  1459.  1900.  1187.  1947
  11 18099. 22501. 17259.  1474.  2330.   678.  1459.  1893.  1188.  1947
  11 18099. 22373. 17201.  1474.  2328.   678.  1459.  1884.  1189.  1947
  11 18099. 22249. 17166.  1474.  2326.   678.  1459.  1877.  1190.  1947
  12 14769. 21217. 14307.  1233.  1966.   573.  1219.  1917.   916.  1948
  12 14769. 21134. 14312.  1233.  1965.   572.  1219.  1911.   914.  1948
  12 14769. 20831. 14365.  1233.  1960.   572.  1219.  1886.   905.  1948
  12 14769. 20717. 14398.  1233.  1959.   572.  1219.  1879.   903.  1948
  13 11987. 19745. 11147.  1227.  1997.   586.   970.  1781.   606.  1948
  13 11987. 19668. 11168.  1227.  1996.   586.   970.  1777.   608.  1948
  13 11987. 19333. 11252.  1227.  1988.   585.   970.  1757.   615.  1948
  13 11987. 19261. 11272.  1227.  1987.   585.   970.  1753.   617.  1948
  14  9664. 19080.  7915.   909.  1521.   423.   978.  1783.   618.  1948
  14  9664. 19002.  7934.   909.  1519.   423.   978.  1779.   619.  1948
  14  9664. 18673.  8017.   909.  1513.   422.   978.  1759.   626.  1948
  14  9664. 18601.  8035.   909.  1512.   422.   978.  1755.   628.  1948
   1  8231. 20597.  5992.   897.  1533.   399.   941.  1724.   607.  1948
   1  8231. 20513.  5982.   897.  1532.   400.   941.  1720.   609.  1948
   1  8231. 20105.  6025.   897.  1525.   401.   941.  1698.   617.  1948
   1  8231. 20023.  6050.   897.  1524.   401.   941.  1694.   619.  1948
   2 11888. 21547. 10231.  1932.  2663.  1080.   887.  1652.   575.  1948
   2 11888. 21457. 10214.  1932.  2660.  1081.   887.  1648.   577.  1948
   2 11888. 21206. 10180.  1932.  2652.  1084.   887.  1636.   581.  1948
   2 11888. 21113. 10166.  1932.  2648.  1085.   887.  1631.   583.  1948
   3 12669. 22583. 10848.  2660.  3360.  1518.   810.  1649.   460.  1948
   3 12669. 22489. 10827.  2660.  3357.  1514.   810.  1645.   462.  1948
   3 12669. 22118. 10745.  2660.  3345.  1501.   810.  1627.   468.  1948
   3 12669. 22025. 10725.  2660.  3342.  1498.   810.  1623.   470.  1948
   4 14046. 23800. 11878.  1905.  2570.  1077.  1070.  1795.   785.  1948
   4 14046. 23693. 11865.  1905.  2568.  1077.  1070.  1791.   787.  1948
   4 14046. 23428. 11833.  1905.  2561.  1075.  1070.  1779.   791.  1948
   4 14046. 23322. 11748.  1905.  2558.  1075.  1070.  1775.   792.  1948
   5 16235. 24572. 14462.  2377.  3083.  1381.  1412.  1936.  1112.  1948
   5 16235. 24462. 14516.  2377.  3080.  1379.  1412.  1929.  1114.  1948
   5 16235. 24496. 14450.  2377.  3081.  1380.  1412.  1931.  1114.  1948
   5 16235. 24386. 14504.  2377.  3078.  1377.  1412.  1924.  1116.  1948
   6 14088. 23378. 11445.  1850.  2499.  1022.  1187.  1811.   905.  1948
   6 14088. 23269. 11355.  1850.  2497.  1021.  1187.  1804.   904.  1948
   6 14088. 23188. 11341.  1850.  2495.  1020.  1187.  1799.   903.  1948
   6 14088. 23080. 11323.  1850.  2493.  1020.  1187.  1792.   902.  1948
   7 12363. 22450.  9774.  1464.  2080.   781.  1096.  1736.   833.  1948
   7 12363. 22342.  9759.  1464.  2078.   782.  1096.  1729.   830.  1948
   7 12363. 22241.  9745.  1464.  2076.   782.  1096.  1722.   828.  1948
   7 12363. 22134.  9731.  1464.  2073.   783.  1096.  1715.   827.  1948
   8 14205. 21959. 12955.  1376.  2020.   704.  1254.  1726.  1028.  1948
   8 14205. 21864. 12937.  1376.  2018.   705.  1254.  1719.  1030.  1948
   8 14205. 21216. 12818.  1376.  2003.   710.  1254.  1673.  1036.  1948
   8 14205. 21119. 12800.  1376.  2000.   711.  1254.  1666.  1037.  1948
   9 16771. 22027. 15955.  1636.  2280.   884.  1208.  1726.   957.  1948
   9 16771. 21933. 15920.  1636.  2277.   885.  1208.  1719.   960.  1948
   9 16771. 21497. 15950.  1636.  2261.   888.  1208.  1672.   975.  1948
   9 16771. 21401. 15945.  1636.  2259.   889.  1208.  1665.   977.  1948
  10 19610. 22957. 18340.  1786.  2508.   864.  1640.  2126.  1277.  1948
  10 19610. 22852. 18346.  1786.  2508.   864.  1640.  2119.  1275.  1948
  10 19610. 22663. 18343.  1786.  2506.   865.  1640.  2107.  1271.  1948
  10 19610. 22562. 18332.  1786.  2506.   865.  1640.  2100.  1269.  1948
  11 19364. 22539. 19421.  2380.  3486.  1165.  1980.  2137.  1502.  1948
  11 19364. 22407. 19394.  2380.  3483.  1166.  1980.  2130.  1495.  1948
  11 19364. 22235. 19358.  2380.  3479.  1167.  1980.  2121.  1487.  1948
  11 19364. 22104. 19331.  2380.  3476.  1168.  1980.  2114.  1480.  1948
  12 16106. 21804. 15725.  1430.  2265.   653.  1217.  1907.   911.  1949
  12 16106. 21716. 15676.  1430.  2264.   653.  1217.  1900.   909.  1949
  12 16106. 21375. 15526.  1430.  2259.   653.  1217.  1875.   900.  1949
  12 16106. 21255. 15500.  1430.  2258.   653.  1217.  1868.   897.  1949
  13 13830. 20678. 13048.  1136.  1847.   533.   935.  1734.   587.  1949
  13 13830. 20600. 13067.  1136.  1846.   533.   935.  1730.   588.  1949
  13 13830. 20260. 13148.  1136.  1840.   533.   935.  1711.   595.  1949
  13 13830. 20171. 13172.  1136.  1839.   533.   935.  1706.   597.  1949
  14 13701. 21051. 12740.  1105.  1794.   518.   943.  1737.   598.  1949
  14 13701. 20972. 12760.  1105.  1792.   518.   943.  1732.   600.  1949
  14 13701. 20630. 12846.  1105.  1787.   517.   943.  1713.   607.  1949
  14 13701. 20556. 12866.  1105.  1785.   517.   943.  1709.   608.  1949
   1  9798. 21106.  7873.  1111.  1789.   506.   922.  1709.   589.  1949
   1  9798. 21023.  7898.  1111.  1788.   507.   922.  1704.   590.  1949
   1  9798. 20606.  8000.  1111.  1781.   508.   922.  1683.   598.  1949
   1  9798. 20518.  8009.  1111.  1780.   508.   922.  1678.   600.  1949
   2  8371. 19979.  6371.  1476.  2334.   748.   816.  1573.   524.  1949
   2  8371. 19900.  6392.  1476.  2331.   685.   816.  1569.   526.  1949
   2  8371. 19680.  6449.  1476.  2322.   687.   816.  1557.   530.  1949
   2  8371. 19601.  6469.  1476.  2319.   687.   816.  1552.   532.  1949
   3  9926. 21357.  8124.  2307.  2942.  1368.   786.  1614.   449.  1949
   3  9926. 21275.  8149.  2307.  2939.  1365.   786.  1610.   450.  1949
   3  9926. 20954.  8248.  2307.  2928.  1355.   786.  1592.   457.  1949
   3  9926. 20873.  8272.  2307.  2925.  1352.   786.  1588.   458.  1949
   4 11638. 23063.  9615.  1958.  2653.  1092.   801.  1593.   506.  1949
   4 11638. 22971.  9638.  1958.  2650.  1091.   801.  1589.   507.  1949
   4 11638. 22731.  9662.  1958.  2643.  1090.   801.  1578.   511.  1949
   4 11638. 22635.  9671.  1958.  2640.  1089.   801.  1573.   513.  1949
   5 12891. 23312. 10930.  1504.  2146.   807.  1114.  1858.   807.  1949
   5 12891. 23210. 10912.  1504.  2143.   808.  1114.  1854.   808.  1949
   5 12891. 23241. 10918.  1504.  2144.   807.  1114.  1855.   808.  1949
   5 12891. 23139. 10900.  1504.  2141.   808.  1114.  1851.   809.  1949
   6 10890. 22246.  8298.  1796.  2496.   964.  1213.  1762.   946.  1949
   6 10890. 22142.  8205.  1796.  2493.   964.  1213.  1755.   945.  1949
   6 10890. 22064.  8136.  1796.  2492.   965.  1213.  1750.   946.  1949
   6 10890. 21961.  8044.  1796.  2489.   966.  1213.  1743.   948.  1949
   7 14594. 22516. 12074.  1724.  2348.   964.  1614.  1876.  1301.  1949
   7 14594. 22411. 12056.  1724.  2345.   965.  1614.  1869.  1299.  1949
   7 14594. 22312. 12039.  1724.  2343.   966.  1614.  1863.  1297.  1949
   7 14594. 22208. 12027.  1724.  2341.   966.  1614.  1856.  1295.  1949
   8 15468. 22008. 13799.  1714.  2406.   920.  1603.  2011.  1272.  1949
   8 15468. 21907. 13778.  1714.  2403.   921.  1603.  2004.  1270.  1949
   8 15468. 21417. 13590.  1714.  2388.   926.  1603.  1958.  1255.  1949
   8 15468. 21347. 13561.  1714.  2386.   927.  1603.  1951.  1253.  1949
   9 16757. 21855. 15521.  1903.  2530.  1033.  1569.  1994.  1238.  1949
   9 16757. 21761. 15491.  1903.  2528.  1031.  1569.  1988.  1236.  1949
   9 16757. 21278. 15634.  1903.  2512.  1024.  1569.  1942.  1221.  1949
   9 16757. 21180. 15647.  1903.  2510.  1023.  1569.  1936.  1219.  1949
  10 18567. 22378. 17394.  2048.  2884.   989.  1705.  2037.  1346.  1949
  10 18567. 22277. 17400.  2048.  2883.   989.  1705.  2030.  1344.  1949
  10 18567. 22091. 17403.  2048.  2882.   990.  1705.  2018.  1340.  1949
  10 18567. 21991. 17376.  2048.  2881.   990.  1705.  2011.  1338.  1949
  11 17325. 21962. 16609.  2077.  3004.  1079.  1457.  1908.  1180.  1949
  11 17325. 21871. 16592.  2077.  3000.  1080.  1457.  1901.  1182.  1949
  11 17325. 21754. 16575.  2077.  2996.  1082.  1457.  1892.  1183.  1949
  11 17325. 21686. 16558.  2077.  2993.  1083.  1457.  1885.  1184.  1949
  12 10038. 19081.  8502.  1947.  2985.   914.  1151.  1912.   804.  1950
  12 10038. 19002.  8523.  1947.  2982.   914.  1151.  1908.   805.  1950
  12 10038. 18719.  8595.  1947.  2970.   916.  1151.  1892.   811.  1950
  12 10038. 18641.  8615.  1947.  2967.   916.  1151.  1887.   813.  1950
  13  9143. 18302.  7598.  1393.  2218.   654.   912.  1721.   560.  1950
  13  9143. 18225.  7618.  1393.  2216.   654.   912.  1716.   562.  1950
  13  9143. 17897.  7702.  1393.  2210.   653.   912.  1697.   569.  1950
  13  9143. 17825.  7721.  1393.  2209.   653.   912.  1693.   570.  1950
  14  8027. 18026.  6159.  1052.  1736.   492.   920.  1723.   571.  1950
  14  8027. 17956.  6173.  1052.  1735.   492.   920.  1718.   573.  1950
  14  8027. 17669.  6230.  1052.  1728.   492.   920.  1699.   580.  1950
  14  8027. 17605.  6243.  1052.  1727.   492.   920.  1695.   582.  1950
   1  7112. 19901.  5160.  1536.  2047.   921.   882.  1682.   544.  1950
   1  7112. 19808.  5140.  1536.  2044.   920.   882.  1678.   545.  1950
   1  7112. 19416.  5054.  1536.  2030.   918.   882.  1656.   553.  1950
   1  7112. 19338.  5039.  1536.  2027.   917.   882.  1652.   555.  1950
   2  8000. 19807.  6014.  1154.  1663.   556.   816.  1575.   522.  1950
   2  8000. 19730.  6035.  1154.  1662.   556.   816.  1571.   524.  1950
   2  8000. 19518.  6092.  1154.  1661.   556.   816.  1559.   528.  1950
   2  8000. 19442.  6112.  1154.  1660.   556.   816.  1555.   530.  1950
   3  9904. 21266.  7744.  1974.  2589.  1088.   810.  1645.   463.  1950
   3  9904. 21184.  7767.  1974.  2586.  1088.   810.  1640.   465.  1950
   3  9904. 20861.  7859.  1974.  2575.  1087.   810.  1623.   471.  1950
   3  9904. 20781.  7882.  1974.  2573.  1087.   810.  1618.   473.  1950
   4 12004. 23068.  9879.  1877.  2525.  1066.   865.  1626.   585.  1950
   4 12004. 22966.  9855.  1877.  2523.  1065.   865.  1621.   587.  1950
   4 12004. 22713.  9894.  1877.  2516.  1064.   865.  1610.   591.  1950
   4 12004. 22611.  9880.  1877.  2513.  1063.   865.  1606.   593.  1950
   5 15813. 24492. 14583.  2406.  3154.  1369.  1329.  1934.  1013.  1950
   5 15813. 24385. 14569.  2406.  3152.  1368.  1329.  1927.  1012.  1950
   5 15813. 24418. 14573.  2406.  3153.  1368.  1329.  1929.  1012.  1950
   5 15813. 24311. 14559.  2406.  3150.  1367.  1329.  1922.  1011.  1950
   6 15947. 23852. 13849.  2230.  2930.  1257.  1458.  1895.  1189.  1950
   6 15947. 23743. 13760.  2230.  2927.  1255.  1458.  1888.  1190.  1950
   6 15947. 23662. 13818.  2230.  2926.  1255.  1458.  1883.  1190.  1950
   6 15947. 23554. 13800.  2230.  2923.  1253.  1458.  1876.  1191.  1950
   7 15527. 22576. 13112.  2359.  3052.  1342.  1644.  1906.  1315.  1950
   7 15527. 22468. 13093.  2359.  3050.  1339.  1644.  1899.  1313.  1950
   7 15527. 22367. 13097.  2359.  3047.  1337.  1644.  1893.  1311.  1950
   7 15527. 22260. 13080.  2359.  3045.  1335.  1644.  1886.  1309.  1950
   8 16978. 22915. 15396.  1868.  2439.  1082.  1948.  2048.  1429.  1950
   8 16978. 22831. 15367.  1868.  2437.  1081.  1948.  2041.  1422.  1950
   8 16978. 22151. 15316.  1868.  2421.  1076.  1948.  1999.  1379.  1950
   8 16978. 22044. 15303.  1868.  2419.  1076.  1948.  1992.  1373.  1950
   9 15932. 21278. 15369.  1874.  2493.  1029.  1801.  1952.  1333.  1950
   9 15932. 21269. 15352.  1874.  2490.  1029.  1801.  1946.  1327.  1950
   9 15932. 20783. 15306.  1874.  2474.  1027.  1801.  1907.  1288.  1950
   9 15932. 20689. 15295.  1874.  2472.  1025.  1801.  1901.  1282.  1950
  10 18127. 21491. 16777.  1592.  2320.   756.  1390.  1790.  1074.  1950
  10 18127. 21397. 16786.  1592.  2319.   757.  1390.  1784.  1075.  1950
  10 18127. 21320. 16796.  1592.  2316.   758.  1390.  1774.  1075.  1950
  10 18127. 21259. 16798.  1592.  2315.   758.  1390.  1768.  1076.  1950
  11 18474. 22024. 17951.  2806.  3837.  1533.  1371.  1988.  1000.  1950
  11 18474. 21926. 17948.  2806.  3834.  1534.  1371.  1981.  1002.  1950
  11 18474. 21798. 17944.  2806.  3830.  1535.  1371.  1972.  1005.  1950
  11 18474. 21685. 17946.  2806.  3826.  1536.  1371.  1966.  1007.  1950
  12 15078. 20753. 14554.  1958.  2921.   962.  1349.  1916.  1017.  1951
  12 15078. 20660. 14540.  1958.  2918.   964.  1349.  1910.  1017.  1951
  12 15078. 20323. 14490.  1958.  2906.   968.  1349.  1885.  1025.  1951
  12 15078. 20231. 14469.  1958.  2903.   969.  1349.  1878.  1027.  1951
  13 14235. 20711. 13624.  1344.  2159.   619.  1028.  1819.   671.  1951
  13 14235. 20633. 13632.  1344.  2157.   621.  1028.  1815.   672.  1951
  13 14235. 20283. 13670.  1344.  2151.   629.  1028.  1795.   679.  1951
  13 14235. 20203. 13678.  1344.  2150.   631.  1028.  1791.   681.  1951
  14 13139. 20554. 12146.  1252.  2013.   575.  1036.  1821.   682.  1951
  14 13139. 20475. 12165.  1252.  2012.   574.  1036.  1817.   684.  1951
  14 13139. 20134. 12249.  1252.  2006.   574.  1036.  1798.   691.  1951
  14 13139. 20061. 12268.  1252.  2005.   574.  1036.  1793.   692.  1951
   1  8600. 20779.  6304.  1229.  1981.   557.  1050.  1819.   709.  1951
   1  8600. 20695.  6297.  1229.  1980.   557.  1050.  1814.   710.  1951
   1  8600. 20282.  6427.  1229.  1973.   558.  1050.  1793.   718.  1951
   1  8600. 20195.  6453.  1229.  1971.   558.  1050.  1788.   720.  1951
   2  9424. 20772.  6995.  1979.  2832.  1038.  1039.  1776.   726.  1951
   2  9424. 20684.  7021.  1979.  2829.  1039.  1039.  1771.   727.  1951
   2  9424. 20440.  7102.  1979.  2820.  1042.  1039.  1759.   732.  1951
   2  9424. 20351.  7121.  1979.  2817.  1043.  1039.  1755.   733.  1951
   3 13315. 22932. 11284.  2937.  3732.  1658.  1080.  1872.   723.  1951
   3 13315. 22828. 11267.  2937.  3729.  1654.  1080.  1868.   724.  1951
   3 13315. 22419. 11201.  2937.  3717.  1641.  1080.  1850.   731.  1951
   3 13315. 22317. 11184.  2937.  3714.  1638.  1080.  1846.   732.  1951
   4 16721. 24476. 15394.  2921.  3737.  1656.  1454.  1958.  1154.  1951
   4 16721. 24369. 15375.  2921.  3734.  1653.  1454.  1951.  1156.  1951
   4 16721. 24104. 15339.  2921.  3726.  1645.  1454.  1934.  1162.  1951
   4 16721. 23998. 15325.  2921.  3723.  1641.  1454.  1927.  1164.  1951
   5 18608. 25277. 17731.  2612.  3342.  1496.  1556.  2011.  1256.  1951
   5 18608. 25167. 17705.  2612.  3339.  1493.  1556.  2004.  1257.  1951
   5 18608. 25201. 17713.  2612.  3340.  1494.  1556.  2006.  1257.  1951
   5 18608. 25092. 17686.  2612.  3337.  1491.  1556.  1999.  1257.  1951
   6 18684. 24329. 16926.  2652.  3420.  1496.  1921.  2046.  1484.  1951
   6 18684. 24220. 16920.  2652.  3417.  1493.  1921.  2039.  1477.  1951
   6 18684. 24139. 16896.  2652.  3415.  1491.  1921.  2034.  1472.  1951
   6 18684. 24031. 16882.  2652.  3413.  1488.  1921.  2027.  1465.  1951
   7 17170. 23591. 15481.  1668.  2331.   884.  1731.  1949.  1343.  1951
   7 17170. 23483. 15476.  1668.  2328.   884.  1731.  1942.  1341.  1951
   7 17170. 23383. 15470.  1668.  2326.   885.  1731.  1936.  1339.  1951
   7 17170. 23276. 15464.  1668.  2323.   886.  1731.  1930.  1336.  1951
   8 17245. 22497. 15821.  1861.  2480.  1056.  1899.  2008.  1381.  1951
   8 17245. 22396. 15800.  1861.  2478.  1056.  1899.  2002.  1375.  1951
   8 17245. 21934. 15642.  1861.  2462.  1052.  1899.  1961.  1334.  1951
   8 17245. 21834. 15626.  1861.  2460.  1052.  1899.  1955.  1328.  1951
   9 17428. 22002. 16384.  1560.  2332.   731.  1837.  1953.  1325.  1951
   9 17428. 21910. 16411.  1560.  2332.   731.  1837.  1947.  1320.  1951
   9 17428. 21517. 16618.  1560.  2327.   731.  1837.  1908.  1281.  1951
   9 17428. 21423. 16641.  1560.  2327.   731.  1837.  1902.  1275.  1951
  10 18382. 21587. 17058.  1668.  2389.   813.  1289.  2092.   878.  1951
  10 18382. 21497. 17063.  1668.  2388.   813.  1289.  2085.   876.  1951
  10 18382. 21330. 17071.  1668.  2387.   813.  1289.  2072.   871.  1951
  10 18382. 21240. 17075.  1668.  2386.   813.  1289.  2066.   869.  1951
  11 16548. 21440. 15727.  1965.  2974.   914.  1639.  1900.  1370.  1951
  11 16548. 21348. 15711.  1965.  2971.   915.  1639.  1893.  1368.  1951
  11 16548. 21229. 15690.  1965.  2967.   916.  1639.  1884.  1365.  1951
  11 16548. 21138. 15674.  1965.  2964.   916.  1639.  1877.  1363.  1951
  12 16124. 21639. 15748.  1513.  2376.   701.  1216.  1931.   898.  1952
  12 16124. 21551. 15716.  1513.  2375.   702.  1216.  1927.   900.  1952
  12 16124. 21197. 15680.  1513.  2370.   709.  1216.  1906.   898.  1952
  12 16124. 21077. 15671.  1513.  2369.   710.  1216.  1899.   895.  1952
  13 13579. 20496. 12830.  1026.  1686.   481.  1030.  1829.   665.  1952
  13 13579. 20418. 12849.  1026.  1685.   481.  1030.  1824.   667.  1952
  13 13579. 20079. 12930.  1026.  1679.   480.  1030.  1805.   674.  1952
  13 13579. 19995. 12953.  1026.  1678.   480.  1030.  1801.   675.  1952
  14 12745. 20541. 11721.   924.  1542.   429.  1037.  1831.   675.  1952
  14 12745. 20462. 11741.   924.  1541.   429.  1037.  1826.   677.  1952
  14 12745. 20122. 11828.   924.  1535.   429.  1037.  1807.   684.  1952
  14 12745. 20049. 11848.   924.  1533.   429.  1037.  1803.   685.  1952
   1  8700. 20658.  6507.  1217.  1987.   588.  1021.  1800.   675.  1952
   1  8700. 20575.  6498.  1217.  1985.   590.  1021.  1796.   677.  1952
   1  8700. 20166.  6591.  1217.  1977.   599.  1021.  1774.   685.  1952
   1  8700. 20084.  6617.  1217.  1976.   601.  1021.  1770.   686.  1952
   2 11117. 21376.  9334.  1729.  2441.   941.  1226.  1799.   918.  1952
   2 11117. 21277.  9345.  1729.  2438.   942.  1226.  1792.   917.  1952
   2 11117. 21002.  9322.  1729.  2429.   945.  1226.  1774.   919.  1952
   2 11117. 20904.  9309.  1729.  2426.   947.  1226.  1767.   921.  1952
   3 11465. 22278.  9763.  2361.  3000.  1388.  1071.  1829.   744.  1952
   3 11465. 22184.  9767.  2361.  2997.  1385.  1071.  1825.   746.  1952
   3 11465. 21813.  9591.  2361.  2985.  1374.  1071.  1807.   752.  1952
   3 11465. 21717.  9572.  2361.  2982.  1372.  1071.  1803.   754.  1952
   4 14110. 23812. 11908.  1926.  2553.  1114.  1370.  1899.  1074.  1952
   4 14110. 23705. 11884.  1926.  2551.  1114.  1370.  1892.  1076.  1952
   4 14110. 23440. 11852.  1926.  2544.  1112.  1370.  1874.  1082.  1952
   4 14110. 23334. 11839.  1926.  2541.  1111.  1370.  1867.  1084.  1952
   5 15508. 24367. 13496.  1352.  1841.   785.  1792.  2051.  1456.  1952
   5 15508. 24260. 13482.  1352.  1838.   784.  1792.  2044.  1454.  1952
   5 15508. 24293. 13486.  1352.  1839.   785.  1792.  2046.  1455.  1952
   5 15508. 24185. 13472.  1352.  1836.   784.  1792.  2039.  1453.  1952
   6 13715. 23248. 11353.  1764.  2372.  1006.  1799.  2001.  1441.  1952
   6 13715. 23144. 11338.  1764.  2370.  1005.  1799.  1994.  1439.  1952
   6 13715. 23067. 11327.  1764.  2368.  1005.  1799.  1989.  1437.  1952
   6 13715. 22963. 11312.  1764.  2366.  1005.  1799.  1982.  1435.  1952
   7 13834. 22654. 11096.  1394.  2036.   712.  1626.  1855.  1302.  1952
   7 13834. 22551. 11080.  1394.  2034.   713.  1626.  1848.  1300.  1952
   7 13834. 22454. 11065.  1394.  2032.   714.  1626.  1841.  1298.  1952
   7 13834. 22352. 11049.  1394.  2030.   715.  1626.  1835.  1296.  1952
   8 17060. 22937. 15735.  1798.  2467.   994.  1924.  2022.  1413.  1952
   8 17060. 22829. 15704.  1798.  2464.   995.  1924.  2016.  1407.  1952
   8 17060. 22104. 15739.  1798.  2449.  1000.  1924.  1973.  1364.  1952
   8 17060. 21999. 15741.  1798.  2447.  1001.  1924.  1967.  1358.  1952
   9 18235. 22744. 17541.  1772.  2585.   880.  2003.  2092.  1484.  1952
   9 18235. 22641. 17554.  1772.  2582.   880.  2003.  2086.  1477.  1952
   9 18235. 21952. 17619.  1772.  2566.   882.  2003.  2040.  1431.  1952
   9 18235. 21851. 17621.  1772.  2564.   882.  2003.  2034.  1425.  1952
  10 19567. 22732. 18559.  1834.  2590.   887.  2029.  2092.  1466.  1952
  10 19567. 22630. 18543.  1834.  2590.   887.  2029.  2085.  1459.  1952
  10 19567. 22443. 18513.  1834.  2588.   887.  2029.  2073.  1447.  1952
  10 19567. 22342. 18497.  1834.  2588.   887.  2029.  2066.  1440.  1952
  11 17551. 22326. 16993.  1783.  2760.   819.  2075.  2153.  1506.  1952
