 hours in peak = 
   2
 PER   TM_E    EON   EOFF   TM_W    WON   WOFF   TM_I   IDON  IDOFF   IWY
   6 13617. 23407. 11390.  1974.  2635.  1102.   778.  1475.   566.  1935
   6 13617. 23301. 11377.  1974.  2632.  1101.   778.  1471.   568.  1935
   7 13278. 22743. 11534.  1473.  2090.   793.   634.  1394.   389.  1935
   7 13278. 22649. 11517.  1473.  2088.   794.   634.  1389.   391.  1935
   7 13278. 22562. 11501.  1473.  2086.   795.   634.  1385.   393.  1935
   7 13278. 22469. 11484.  1473.  2083.   795.   634.  1381.   394.  1935
   8 11927. 21402.  9956.  1340.  2023.   636.   781.  1481.   570.  1935
   8 11927. 21305.  9935.  1340.  2021.   636.   781.  1477.   571.  1935
   8 11927. 20655.  9798.  1340.  2005.   638.   781.  1446.   582.  1935
   8 11927. 20560.  9778.  1340.  2003.   639.   781.  1442.   584.  1935
   9 12301. 19745. 10877.  1426.  2213.   657.   692.  1453.   445.  1935
   9 12301. 19663. 10900.  1426.  2212.   658.   692.  1449.   447.  1935
   9 12301. 19120. 11055.  1426.  2203.   661.   692.  1418.   458.  1935
   9 12301. 19041. 11077.  1426.  2202.   661.   692.  1414.   459.  1935
  10 16244. 20482. 15117.  1421.  2035.   691.   991.  1663.   754.  1935
  10 16244. 20398. 15132.  1421.  2034.   691.   991.  1659.   756.  1935
  10 16244. 20244. 15161.  1421.  2033.   691.   991.  1651.   759.  1935
  10 16244. 20160. 15176.  1421.  2033.   691.   991.  1646.   760.  1935
  11 14142. 20328. 13399.  2046.  3015.  1022.  1082.  1802.   790.  1935
  11 14142. 20243. 13412.  2046.  3012.  1023.  1082.  1798.   791.  1935
  11 14142. 20134. 13428.  2046.  3008.  1025.  1082.  1792.   793.  1935
  11 14142. 20050. 13441.  2046.  3005.  1026.  1082.  1788.   795.  1935
  12 14390. 20978. 13857.  1293.  2074.   587.  1151.  1862.   849.  1936
  12 14390. 20899. 13860.  1293.  2072.   587.  1151.  1858.   851.  1936
  12 14390. 20616. 13896.  1293.  2067.   587.  1151.  1842.   856.  1936
  12 14390. 20505. 13927.  1293.  2066.   587.  1151.  1837.   858.  1936
  13 12729. 19898. 11961.   981.  1620.   459.   829.  1646.   485.  1936
  13 12729. 19822. 11978.   981.  1619.   459.   829.  1641.   487.  1936
  13 12729. 19495. 12053.   981.  1613.   458.   829.  1622.   494.  1936
  13 12729. 19425. 12069.   981.  1612.   458.   829.  1618.   496.  1936
  14  9897. 18986.  8124.  1300.  2103.   633.   837.  1648.   497.  1936
  14  9897. 18911.  8139.  1300.  2101.   635.   837.  1643.   498.  1936
  14  9897. 18597.  8207.  1300.  2094.   643.   837.  1624.   505.  1936
  14  9897. 18528.  8222.  1300.  2092.   645.   837.  1620.   507.  1936
   1  7439. 19832.  5425.  1377.  2003.   704.   759.  1556.   447.  1936
   1  7439. 19751.  5415.  1377.  2000.   705.   759.  1551.   448.  1936
   1  7439. 19355.  5363.  1377.  1985.   709.   759.  1530.   456.  1936
   1  7439. 19273.  5369.  1377.  1982.   710.   759.  1525.   458.  1936
   2  8070. 19589.  6221.   938.  1366.   450.   629.  1409.   350.  1936
   2  8070. 19509.  6247.   938.  1365.   450.   629.  1405.   352.  1936
   2  8070. 19286.  6318.   938.  1363.   450.   629.  1393.   357.  1936
   2  8070. 19207.  6343.   938.  1363.   450.   629.  1388.   358.  1936
   3  9924. 20739.  8454.  1448.  2061.   770.   627.  1398.   371.  1936
   3  9924. 20658.  8481.  1448.  2058.   771.   627.  1393.   372.  1936
   3  9924. 20336.  8585.  1448.  2047.   774.   627.  1376.   379.  1936
   3  9924. 20254.  8606.  1448.  2044.   774.   627.  1371.   380.  1936
   4 10458. 21984.  8444.  1034.  1640.   492.   629.  1419.   367.  1936
   4 10458. 21899.  8469.  1034.  1637.   493.   629.  1415.   369.  1936
   4 10458. 21687.  8531.  1034.  1630.   495.   629.  1404.   373.  1936
   4 10458. 21602.  8556.  1034.  1628.   496.   629.  1399.   374.  1936
   5  8949. 21973.  6367.  1884.  2445.  1119.   760.  1505.   516.  1936
   5  8949. 21885.  6361.  1884.  2442.  1118.   760.  1500.   518.  1936
   5  8949. 21912.  6360.  1884.  2443.  1118.   760.  1502.   518.  1936
   5  8949. 21825.  6379.  1884.  2440.  1117.   760.  1497.   519.  1936
   6  8316. 21182.  5889.  1497.  2009.   866.   853.  1552.   630.  1936
   6  8316. 21097.  5883.  1497.  2006.   865.   853.  1547.   631.  1936
   6  8316. 21033.  5878.  1497.  2005.   864.   853.  1544.   633.  1936
   6  8316. 20948.  5905.  1497.  2002.   864.   853.  1540.   634.  1936
   7  8736. 21070.  6517.  1492.  2212.   734.   933.  1523.   755.  1936
   7  8736. 20979.  6509.  1492.  2209.   734.   933.  1516.   753.  1936
   7  8736. 20894.  6502.  1492.  2207.   735.   933.  1510.   750.  1936
   7  8736. 20803.  6494.  1492.  2204.   736.   933.  1503.   748.  1936
   8 10275. 21053.  8191.  1456.  2203.   711.  1390.  1626.  1200.  1936
   8 10275. 20965.  8180.  1456.  2200.   712.  1390.  1619.  1198.  1936
   8 10275. 20370.  8059.  1456.  2184.   717.  1390.  1573.  1184.  1936
   8 10275. 20273.  8007.  1456.  2181.   718.  1390.  1566.  1181.  1936
   9 15821. 21914. 14895.  1655.  2442.   831.  1038.  1626.   801.  1936
   9 15821. 21814. 14871.  1655.  2439.   832.  1038.  1619.   801.  1936
   9 15821. 21144. 14810.  1655.  2422.   836.  1038.  1572.   795.  1936
   9 15821. 21045. 14790.  1655.  2419.   837.  1038.  1566.   796.  1936
  10 18833. 22809. 17180.  1914.  2891.   918.  1621.  1859.  1352.  1936
  10 18833. 22708. 17169.  1914.  2890.   919.  1621.  1852.  1350.  1936
  10 18833. 22523. 17145.  1914.  2887.   919.  1621.  1839.  1346.  1936
  10 18833. 22424. 17153.  1914.  2886.   919.  1621.  1833.  1343.  1936
  11 17022. 22195. 17115.  1928.  2833.   970.  1438.  1911.  1150.  1936
  11 17022. 22074. 17079.  1928.  2830.   971.  1438.  1905.  1152.  1936
  11 17022. 21913. 17033.  1928.  2826.   972.  1438.  1896.  1155.  1936
  11 17022. 21789. 16998.  1928.  2823.   973.  1438.  1889.  1157.  1936
  12 11124. 19746.  9597.  1615.  2526.   741.  1218.  1836.   929.  1937
  12 11124. 19667.  9616.  1615.  2522.   741.  1218.  1829.   926.  1937
  12 11124. 19384.  9682.  1615.  2511.   745.  1218.  1804.   923.  1937
  12 11124. 19306.  9701.  1615.  2508.   746.  1218.  1797.   922.  1937
  13  9988. 18539.  8919.   987.  1650.   455.   846.  1692.   472.  1937
  13  9988. 18466.  8935.   987.  1649.   455.   846.  1687.   474.  1937
  13  9988. 18159.  9005.   987.  1642.   455.   846.  1668.   481.  1937
  13  9988. 18091.  9021.   987.  1641.   455.   846.  1664.   482.  1937
  14  8441. 18078.  6964.   931.  1560.   435.   856.  1698.   485.  1937
  14  8441. 18019.  6977.   931.  1559.   435.   856.  1694.   487.  1937
  14  8441. 17773.  7034.   931.  1552.   435.   856.  1674.   494.  1937
  14  8441. 17714.  7047.   931.  1551.   435.   856.  1670.   495.  1937
   1  7059. 19808.  4958.  1398.  1963.   799.   865.  1679.   518.  1937
   1  7059. 19731.  4940.  1398.  1960.   800.   865.  1674.   519.  1937
   1  7059. 19340.  4869.  1398.  1946.   805.   865.  1652.   527.  1937
   1  7059. 19261.  4856.  1398.  1943.   806.   865.  1648.   529.  1937
   2  7938. 19562.  6068.   806.  1196.   387.   716.  1502.   416.  1937
   2  7938. 19486.  6090.   806.  1195.   387.   716.  1497.   417.  1937
   2  7938. 19274.  6148.   806.  1193.   387.   716.  1485.   422.  1937
   2  7938. 19198.  6168.   806.  1192.   387.   716.  1481.   423.  1937
   3 10423. 21000.  9100.  1080.  1688.   542.   660.  1441.   389.  1937
   3 10423. 20918.  9127.  1080.  1685.   543.   660.  1436.   391.  1937
   3 10423. 20592.  9219.  1080.  1674.   546.   660.  1419.   398.  1937
   3 10423. 20505.  9228.  1080.  1671.   547.   660.  1414.   399.  1937
   4 10564. 22136.  8553.  1120.  1639.   564.   664.  1462.   389.  1937
   4 10564. 22050.  8577.  1120.  1637.   565.   664.  1458.   390.  1937
   4 10564. 21839.  8639.  1120.  1630.   567.   664.  1446.   394.  1937
   4 10564. 21754.  8664.  1120.  1627.   567.   664.  1442.   396.  1937
   5  9075. 21787.  6717.  1698.  2391.   914.   771.  1500.   540.  1937
   5  9075. 21704.  6741.  1698.  2389.   915.   771.  1495.   541.  1937
   5  9075. 21730.  6733.  1698.  2390.   915.   771.  1497.   541.  1937
   5  9075. 21646.  6757.  1698.  2387.   916.   771.  1492.   543.  1937
   6  7950. 20965.  5673.  1083.  1690.   505.   675.  1476.   392.  1937
   6  7950. 20888.  5661.  1083.  1689.   505.   675.  1472.   393.  1937
   6  7950. 20831.  5651.  1083.  1688.   506.   675.  1468.   395.  1937
   6  7950. 20755.  5639.  1083.  1687.   506.   675.  1464.   396.  1937
   7  8365. 20766.  6196.  1306.  1810.   730.   747.  1487.   499.  1937
   7  8365. 20684.  6183.  1306.  1807.   731.   747.  1482.   501.  1937
   7  8365. 20608.  6190.  1306.  1805.   732.   747.  1478.   502.  1937
   7  8365. 20526.  6213.  1306.  1803.   733.   747.  1474.   504.  1937
   8  9019. 19485.  6521.  1622.  2106.   963.   843.  1627.   544.  1937
   8  9019. 19403.  6509.  1622.  2103.   962.   843.  1623.   546.  1937
   8  9019. 18859.  6428.  1622.  2088.   959.   843.  1592.   557.  1937
   8  9019. 18779.  6415.  1622.  2086.   959.   843.  1588.   558.  1937
   9  8484. 17940.  5750.  1308.  1876.   642.   852.  1635.   554.  1937
   9  8484. 17863.  5737.  1308.  1875.   643.   852.  1630.   556.  1937
   9  8484. 17349.  5857.  1308.  1866.   645.   852.  1600.   567.  1937
   9  8484. 17274.  5879.  1308.  1865.   646.   852.  1596.   568.  1937
  10 13370. 19623. 11711.  1503.  2238.   704.   996.  1759.   678.  1937
  10 13370. 19536. 11775.  1503.  2237.   704.   996.  1755.   679.  1937
  10 13370. 19375. 11773.  1503.  2236.   704.   996.  1746.   682.  1937
  10 13370. 19288. 11795.  1503.  2235.   704.   996.  1742.   684.  1937
  11 11429. 19137.  9771.  2228.  3081.  1187.   949.  1771.   589.  1937
  11 11429. 19057.  9794.  2228.  3078.  1188.   949.  1766.   591.  1937
  11 11429. 18954.  9824.  2228.  3074.  1189.   949.  1760.   593.  1937
  11 11429. 18874.  9845.  2228.  3071.  1190.   949.  1756.   595.  1937
  12 10622. 19263.  8983.  1368.  2187.   620.   964.  1831.   558.  1938
  12 10622. 19185.  9002.  1368.  2184.   622.   964.  1826.   560.  1938
  12 10622. 18901.  9069.  1368.  2173.   626.   964.  1810.   565.  1938
  12 10622. 18823.  9087.  1368.  2170.   627.   964.  1806.   567.  1938
  13  9866. 18471.  8581.  1534.  2400.   704.   802.  1684.   404.  1938
  13  9866. 18396.  8599.  1534.  2397.   706.   802.  1681.   405.  1938
  13  9866. 18077.  8675.  1534.  2383.   710.   802.  1662.   412.  1938
  13  9866. 18007.  8692.  1534.  2380.   712.   802.  1658.   414.  1938
  14  8425. 17955.  6884.  1059.  1740.   497.   811.  1688.   415.  1938
  14  8425. 17890.  6897.  1059.  1738.   497.   811.  1684.   417.  1938
  14  8425. 17617.  6941.  1059.  1732.   496.   811.  1665.   424.  1938
  14  8425. 17555.  6951.  1059.  1731.   496.   811.  1660.   426.  1938
   1  7292. 19807.  5142.  1617.  2035.  1016.   766.  1585.   432.  1938
   1  7292. 19731.  5127.  1617.  2033.  1014.   766.  1580.   434.  1938
   1  7292. 19344.  5069.  1617.  2018.  1001.   766.  1559.   442.  1938
   1  7292. 19262.  5059.  1617.  2016.   999.   766.  1554.   443.  1938
   2  8279. 19685.  6119.  1005.  1457.   488.   692.  1464.   409.  1938
   2  8279. 19605.  6143.  1005.  1457.   488.   692.  1460.   410.  1938
   2  8279. 19382.  6207.  1005.  1455.   488.   692.  1448.   415.  1938
   2  8279. 19303.  6230.  1005.  1455.   488.   692.  1443.   416.  1938
   3  9212. 20635.  7439.  2207.  2894.  1268.   662.  1444.   390.  1938
   3  9212. 20553.  7466.  2207.  2891.  1267.   662.  1439.   391.  1938
   3  9212. 20232.  7572.  2207.  2881.  1265.   662.  1422.   398.  1938
   3  9212. 20151.  7597.  2207.  2878.  1264.   662.  1417.   399.  1938
   4 12449. 23429. 10191.  2343.  3027.  1371.   914.  1580.   712.  1938
   4 12449. 23322. 10180.  2343.  3024.  1369.   914.  1575.   713.  1938
   4 12449. 23057. 10154.  2343.  3017.  1366.   914.  1564.   718.  1938
   4 12449. 22951. 10143.  2343.  3014.  1365.   914.  1559.   719.  1938
   5 12532. 23385. 10290.  2493.  3206.  1436.   955.  1616.   752.  1938
   5 12532. 23278. 10278.  2493.  3203.  1433.   955.  1612.   753.  1938
   5 12532. 23311. 10282.  2493.  3204.  1434.   955.  1613.   753.  1938
   5 12532. 23203. 10270.  2493.  3202.  1431.   955.  1609.   754.  1938
   6 11858. 22688.  9815.  1593.  2208.   853.  1127.  1649.   898.  1938
   6 11858. 22584.  9759.  1593.  2205.   854.  1127.  1642.   899.  1938
   6 11858. 22507.  9366.  1593.  2203.   854.  1127.  1637.   901.  1938
   6 11858. 22403.  9352.  1593.  2201.   855.  1127.  1630.   903.  1938
   7 13081. 22155. 10059.  1671.  2319.   907.  1671.  1751.  1366.  1938
   7 13081. 22052. 10043.  1671.  2317.   907.  1671.  1744.  1359.  1938
   7 13081. 21956. 10028.  1671.  2315.   908.  1671.  1738.  1352.  1938
   7 13081. 21853. 10011.  1671.  2313.   909.  1671.  1731.  1346.  1938
   8 14446. 21832. 12659.  1428.  2071.   743.  1800.  1828.  1371.  1938
   8 14446. 21760. 12630.  1428.  2068.   744.  1800.  1822.  1365.  1938
   8 14446. 21277. 12433.  1428.  2053.   749.  1800.  1778.  1320.  1938
   8 14446. 21188. 12412.  1428.  2051.   749.  1800.  1771.  1314.  1938
   9 17289. 22296. 16285.  2141.  2886.  1149.  1739.  1774.  1317.  1938
   9 17289. 22280. 16244.  2141.  2883.  1149.  1739.  1768.  1311.  1938
   9 17289. 21647. 16480.  2141.  2867.  1148.  1739.  1726.  1269.  1938
   9 17289. 21550. 16504.  2141.  2865.  1148.  1739.  1720.  1262.  1938
  10 18138. 21654. 16859.  1799.  2534.   866.  1756.  1933.  1361.  1938
  10 18138. 21558. 16874.  1799.  2533.   866.  1756.  1926.  1358.  1938
  10 18138. 21460. 16899.  1799.  2532.   866.  1756.  1914.  1354.  1938
  10 18138. 21381. 16907.  1799.  2531.   866.  1756.  1908.  1352.  1938
  11 16557. 21677. 15772.  1651.  2602.   783.  1456.  1925.  1166.  1938
  11 16557. 21585. 15756.  1651.  2601.   783.  1456.  1918.  1167.  1938
  11 16557. 21466. 15736.  1651.  2599.   782.  1456.  1910.  1168.  1938
  11 16557. 21371. 15721.  1651.  2598.   782.  1456.  1903.  1169.  1938
  12 13400. 20560. 12824.  1249.  2007.   574.  1239.  1896.   925.  1939
  12 13400. 20477. 12842.  1249.  2005.   574.  1239.  1889.   923.  1939
  12 13400. 20179. 12914.  1249.  2001.   574.  1239.  1864.   916.  1939
  12 13400. 20098. 12935.  1249.  1999.   574.  1239.  1857.   916.  1939
  13  9988. 18832.  8673.  1440.  2285.   692.   947.  1774.   572.  1939
  13  9988. 18754.  8692.  1440.  2283.   692.   947.  1770.   574.  1939
  13  9988. 18425.  8776.  1440.  2276.   692.   947.  1750.   581.  1939
  13  9988. 18353.  8795.  1440.  2274.   692.   947.  1746.   583.  1939
  14  8768. 18598.  6686.  1062.  1728.   498.   955.  1777.   584.  1939
  14  8768. 18525.  6702.  1062.  1727.   498.   955.  1772.   585.  1939
  14  8768. 18221.  6768.  1062.  1721.   498.   955.  1753.   592.  1939
  14  8768. 18154.  6783.  1062.  1719.   498.   955.  1749.   594.  1939
   1  8095. 20309.  5761.   881.  1468.   414.   933.  1719.   597.  1939
   1  8095. 20229.  5750.   881.  1467.   414.   933.  1715.   599.  1939
   1  8095. 19834.  5697.   881.  1460.   414.   933.  1693.   607.  1939
   1  8095. 19755.  5720.   881.  1458.   414.   933.  1689.   608.  1939
   2  8308. 19996.  6343.  1098.  1812.   509.   867.  1621.   568.  1939
   2  8308. 19919.  6364.  1098.  1811.   511.   867.  1617.   570.  1939
   2  8308. 19707.  6421.  1098.  1807.   493.   867.  1605.   574.  1939
   2  8308. 19630.  6443.  1098.  1806.   493.   867.  1600.   576.  1939
   3  9764. 20843.  8164.  1684.  2220.   999.   810.  1645.   463.  1939
   3  9764. 20761.  8189.  1684.  2217.   998.   810.  1641.   465.  1939
   3  9764. 20440.  8288.  1684.  2206.   996.   810.  1623.   471.  1939
   3  9764. 20359.  8312.  1684.  2203.   995.   810.  1619.   473.  1939
   4 10097. 22337.  7726.  1719.  2375.   957.   907.  1687.   604.  1939
   4 10097. 22242.  7756.  1719.  2373.   957.   907.  1682.   606.  1939
   4 10097. 22005.  7828.  1719.  2366.   960.   907.  1671.   610.  1939
   4 10097. 21911.  7857.  1719.  2363.   961.   907.  1666.   612.  1939
   5 10801. 22699.  8620.  1920.  2611.  1067.  1148.  1870.   853.  1939
   5 10801. 22603.  8648.  1920.  2608.  1066.  1148.  1866.   855.  1939
   5 10801. 22632.  8640.  1920.  2609.  1066.  1148.  1867.   854.  1939
   5 10801. 22536.  8667.  1920.  2606.  1066.  1148.  1863.   856.  1939
   6 10570. 22292.  8607.  1526.  2053.   903.  1039.  1731.   788.  1939
   6 10570. 22199.  8633.  1526.  2051.   903.  1039.  1727.   790.  1939
   6 10570. 22130.  8653.  1526.  2049.   904.  1039.  1723.   791.  1939
   6 10570. 22035.  8670.  1526.  2046.   905.  1039.  1719.   792.  1939
   7  9991. 21418.  7862.  1483.  2238.   709.  1428.  1723.  1205.  1939
   7  9991. 21315.  7837.  1483.  2237.   709.  1428.  1716.  1203.  1939
   7  9991. 21218.  7812.  1483.  2236.   709.  1428.  1709.  1201.  1939
   7  9991. 21116.  7790.  1483.  2234.   709.  1428.  1702.  1199.  1939
   8 12437. 21305. 10479.  1426.  2031.   688.  1305.  1878.   992.  1939
   8 12437. 21211. 10460.  1426.  2031.   688.  1305.  1871.   995.  1939
   8 12437. 20566. 10340.  1426.  2026.   688.  1305.  1824.  1010.  1939
   8 12437. 20469. 10323.  1426.  2025.   688.  1305.  1817.  1012.  1939
   9 13736. 20627. 12626.  1520.  2171.   739.  1425.  1878.  1160.  1939
   9 13736. 20539. 12648.  1520.  2170.   739.  1425.  1871.  1161.  1939
   9 13736. 19948. 12799.  1520.  2166.   739.  1425.  1825.  1167.  1939
   9 13736. 19861. 12821.  1520.  2165.   739.  1425.  1818.  1168.  1939
  10 17048. 21145. 16036.  1686.  2642.   803.  1011.  1786.   680.  1939
  10 17048. 21061. 16052.  1686.  2640.   802.  1011.  1781.   681.  1939
  10 17048. 20899. 15994.  1686.  2638.   802.  1011.  1773.   684.  1939
  10 17048. 20810. 15972.  1686.  2636.   802.  1011.  1769.   686.  1939
  11 11558. 19562. 10322.  1883.  2829.   903.   867.  1737.   478.  1939
  11 11558. 19486. 10341.  1883.  2826.   904.   867.  1733.   480.  1939
  11 11558. 19385. 10368.  1883.  2822.   905.   867.  1727.   482.  1939
  11 11558. 19306. 10390.  1883.  2819.   906.   867.  1723.   483.  1939
  12 10847. 19486.  9641.  1297.  2067.   599.   913.  1746.   545.  1940
  12 10847. 19407.  9660.  1297.  2066.   599.   913.  1741.   547.  1940
  12 10847. 19124.  9730.  1297.  2060.   599.   913.  1725.   552.  1940
  12 10847. 19047.  9749.  1297.  2059.   598.   913.  1721.   554.  1940
  13  9182. 18179.  7766.   838.  1426.   390.   791.  1640.   425.  1940
  13  9182. 18106.  7782.   838.  1424.   390.   791.  1636.   426.  1940
  13  9182. 17800.  7851.   838.  1418.   390.   791.  1617.   433.  1940
  13  9182. 17733.  7866.   838.  1417.   389.   791.  1612.   435.  1940
